PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,DaysSinceLastLogin,FriendsCount,HistoricalActivityLevel
9021,41,Female,USA,Sports,16.16768979311812,0,Easy,18,159,36,33,High,21,16,0.24097819940183274
9022,42,Male,USA,Sports,10.44812618560384,0,Medium,2,120,81,5,Low,2,17,0.058586132434654825
9023,30,Male,Europe,Strategy,17.959834855223,0,Easy,14,117,40,19,High,24,12,0.756865954856434
9024,29,Male,Europe,Sports,22.56472310015379,0,Medium,12,161,1,22,High,12,9,0.5052578071419398
9025,17,Female,USA,Sports,10.311459919262395,0,Hard,4,82,1,7,Medium,6,11,0.5041513803723522
9026,21,Male,USA,Strategy,4.898342485762538,0,Medium,12,118,71,26,High,2,12,0.4063428017823918
9027,35,Male,USA,Sports,14.5944246415276,0,Easy,18,177,59,18,High,28,11,0.05723635857226872
9028,23,Male,Europe,Simulation,3.218365077668621,0,Easy,14,57,2,1,Medium,21,11,0.7621342785008524
9029,32,Female,USA,Sports,4.128575768252703,0,Easy,1,155,85,37,Low,1,16,0.7169431308674026
9030,18,Female,Asia,Simulation,22.85867253938618,0,Easy,3,67,35,2,Low,12,13,0.7159424478355811
9031,39,Male,USA,Sports,3.374945771843211,1,Easy,5,70,50,11,Medium,26,14,0.9942313521318018
9032,28,Female,Europe,Action,14.527638765802958,0,Hard,0,127,48,48,Low,22,6,0.8383341675179269
9033,23,Male,USA,Simulation,18.964324125931693,0,Hard,19,48,62,42,Medium,29,5,0.26687566466628865
9034,40,Male,USA,Strategy,11.72896470228836,0,Hard,0,120,24,18,Low,12,14,0.1456265701552144
9035,16,Female,USA,RPG,17.491258097283612,0,Medium,18,166,24,17,High,25,11,0.44968087360325804
9036,34,Male,Europe,Action,13.776451193864396,0,Hard,19,28,79,41,Medium,17,11,0.8328566231258453
9037,42,Male,USA,Strategy,23.958349383365025,0,Medium,17,61,26,26,Medium,27,17,0.15829263148297001
9038,21,Female,Europe,Action,1.9080071501124567,0,Medium,11,112,14,0,Medium,27,16,0.7758904886891067
9039,22,Female,Europe,Sports,5.560105967959029,0,Hard,3,116,52,44,Medium,10,15,0.9393836940267437
9040,49,Female,Europe,Strategy,13.714087008439236,1,Medium,15,43,93,29,Medium,28,12,0.1386313141081683
9041,28,Male,Other,RPG,12.283925798967,0,Medium,4,151,76,35,Medium,28,16,0.6830888584712747
9042,31,Male,USA,Action,2.244646562637268,0,Medium,15,68,88,39,Medium,16,11,0.21489794356914194
9043,18,Male,Other,RPG,13.153809578502678,0,Medium,12,115,98,7,Medium,15,10,0.9956642512094459
9044,16,Female,Europe,Action,2.61963355317819,0,Easy,14,149,10,34,High,15,9,0.8913737164190385
9045,20,Male,Asia,RPG,16.58532904749496,0,Medium,19,65,34,46,Medium,19,12,0.3713776941552538
9046,18,Male,USA,RPG,15.65317440909562,0,Easy,17,176,45,43,High,12,8,0.04386655174612275
9047,43,Male,USA,Strategy,1.5959787198659905,0,Medium,3,31,73,49,Low,23,10,0.04514541992368559
9048,32,Female,USA,Sports,11.198056677031936,0,Easy,19,77,51,38,High,20,15,0.49244145142719664
9049,40,Male,Europe,Sports,17.06770113669252,0,Hard,8,94,31,13,Medium,25,13,0.9575471506891796
9050,48,Male,Other,RPG,19.216494885917577,0,Hard,3,146,22,32,Medium,3,21,0.846260193176727
9051,24,Male,USA,Sports,0.8741881074057289,0,Medium,8,45,19,21,High,5,14,0.4788401046948416
9052,28,Male,Europe,Simulation,11.216713856822746,0,Easy,8,134,64,25,Medium,19,12,0.2164993448926288
9053,45,Male,Europe,Simulation,23.70289731941193,1,Easy,1,50,95,26,Low,7,11,0.06633120651366131
9054,29,Male,Europe,RPG,9.210122598314191,1,Easy,15,171,6,16,High,21,12,0.384921446711081
9055,22,Female,USA,RPG,12.818930926253454,1,Easy,8,46,8,0,Medium,9,9,0.8163824398454667
9056,28,Male,USA,Simulation,7.181065650658029,0,Easy,8,139,20,1,Medium,7,9,0.48510815368558113
9057,37,Male,USA,Simulation,1.3216351452681234,1,Easy,15,36,88,36,Medium,18,8,0.47402808826184584
9058,35,Male,USA,Simulation,21.68627463251469,0,Easy,15,148,73,43,High,4,10,0.4759515128348396
9059,30,Female,USA,Strategy,15.154138638867636,0,Easy,9,153,46,19,Medium,25,9,0.2113153325185625
9060,32,Male,USA,Action,12.55512156935372,0,Hard,11,138,27,13,High,28,15,0.8114500964092463
9061,38,Female,USA,Strategy,19.463563663701805,0,Medium,19,155,35,30,High,14,10,0.75322176963478
9062,40,Female,Europe,Simulation,3.529623978015405,0,Easy,2,94,76,42,Medium,18,16,0.2990596161224752
9063,39,Male,Other,Action,20.855935292615897,0,Hard,16,140,10,16,High,26,18,0.18375384938188666
9064,43,Male,Other,Sports,14.627357000797517,0,Easy,1,16,38,43,Low,9,10,0.7888712689899614
9065,29,Female,USA,Simulation,17.00264693146226,1,Easy,16,135,80,43,High,26,17,0.9772941035523897
9066,15,Female,USA,Simulation,14.896177519430692,0,Easy,6,49,58,42,Medium,21,11,0.1388248860649749
9067,39,Female,Other,Sports,19.752971845981367,0,Medium,7,46,26,47,Medium,2,18,0.15932518429062692
9068,21,Female,Europe,Action,19.025309404996168,0,Easy,13,30,3,40,Medium,20,9,0.5902744237468636
9069,23,Male,Other,Simulation,13.724648498671089,1,Medium,17,167,72,24,High,28,9,0.48270222446253286
9070,38,Female,Europe,Action,20.16071100731581,0,Easy,13,79,29,32,Medium,15,9,0.15199834040606897
9071,15,Male,Asia,Strategy,18.85035866001133,0,Medium,7,111,45,2,Medium,28,7,0.6000262024225271
9072,22,Male,Europe,RPG,12.082181787612544,1,Easy,7,79,46,32,Medium,7,13,0.02290554435163361
9073,38,Female,Europe,Strategy,2.2623788685222417,0,Medium,12,131,12,37,High,12,5,0.4931578912974921
9074,25,Male,Europe,RPG,20.812949081354795,1,Easy,19,109,91,48,High,29,14,0.11593960345962095
9075,31,Male,USA,Simulation,9.00911457935074,0,Easy,14,106,23,1,High,8,11,0.38008139460337553
9076,22,Male,Asia,Strategy,19.663555948593377,1,Medium,3,29,9,30,Low,15,13,0.983081759854065
9077,49,Male,USA,Strategy,18.53536572246272,1,Easy,0,83,15,4,Low,3,12,0.3681962994728072
9078,49,Female,USA,Sports,2.040757120839902,1,Easy,12,70,33,33,Medium,14,9,0.3491863166135494
9079,47,Male,Asia,RPG,6.534987238893371,0,Easy,10,14,15,25,Low,17,5,0.4341950763045973
9080,19,Female,Europe,RPG,19.8608123586172,1,Easy,1,139,24,0,Low,4,10,0.5522554158452695
9081,42,Male,USA,Simulation,13.981026479981786,0,Medium,12,34,14,15,Medium,18,16,0.010023657695507393
9082,21,Male,USA,Sports,7.743327855210592,0,Easy,5,77,40,38,Medium,8,12,0.8162760682257258
9083,23,Male,USA,Sports,3.7993760618991423,1,Easy,12,41,73,10,Medium,4,11,0.29718816431646833
9084,22,Male,USA,RPG,10.391518408495156,0,Easy,19,102,14,24,High,2,8,0.8469285645368246
9085,26,Male,USA,Sports,15.07465364685181,0,Medium,4,117,4,49,Medium,6,15,0.14057606339517115
9086,48,Female,Asia,Action,8.45765169975634,1,Easy,3,122,89,24,Medium,22,16,0.4307804174540292
9087,47,Male,Europe,Simulation,14.432201516019694,0,Hard,18,14,78,4,Low,10,18,0.9879159286301932
9088,37,Male,USA,Strategy,19.501707922419776,0,Medium,11,147,40,49,High,4,15,0.1927716238673266
9089,38,Male,Europe,RPG,6.496475465416331,1,Medium,8,107,11,7,Medium,22,13,0.5119322221241078
9090,49,Male,USA,Sports,2.1494952130714235,0,Medium,14,36,59,35,Medium,29,16,0.32163028360591905
9091,36,Male,USA,Sports,4.31332838120464,0,Easy,1,73,76,15,Low,18,19,0.6474530832427124
9092,41,Female,Europe,Sports,5.694275828168046,1,Easy,7,12,77,28,Low,26,13,0.0720668096473095
9093,49,Male,Asia,Simulation,3.1093326260751075,0,Easy,0,99,80,42,Low,12,7,0.8053255344961776
9094,15,Male,Asia,Strategy,9.744040836920972,1,Hard,4,32,33,42,Low,2,15,0.6375654498115244
9095,49,Male,Europe,Sports,7.838044518431901,0,Easy,19,126,3,14,High,10,7,0.868431943049366
9096,28,Male,USA,Strategy,9.208410715098555,1,Medium,1,84,61,39,Low,4,16,0.7604959615753991
9097,17,Male,Europe,Strategy,8.644038308703859,0,Easy,3,117,1,11,Medium,14,8,0.13675945487653918
9098,15,Female,Europe,Simulation,5.970601392200956,0,Easy,11,55,54,37,Medium,16,14,0.8686102068256462
9099,19,Female,USA,Sports,15.377172223047586,0,Hard,14,93,65,42,High,15,11,0.3913269901273365
9100,40,Male,Europe,Sports,5.80504022403155,0,Medium,5,40,89,29,Medium,8,19,0.4904447675279999
9101,28,Female,Europe,Strategy,22.350824629219,0,Hard,11,109,53,18,Medium,14,18,0.06047930580071059
9102,41,Male,Europe,Sports,7.648375781283178,0,Easy,2,33,54,33,Low,23,14,0.2268542389104623
9103,23,Female,Europe,Simulation,22.876692544657125,0,Medium,8,91,38,14,Medium,28,13,0.2908263308160063
9104,29,Female,Other,Sports,4.557998876469405,0,Easy,16,36,22,36,Medium,25,17,0.8052120243666477
9105,29,Male,Europe,Sports,2.0673841286865047,1,Easy,15,101,73,45,High,8,16,0.47504399031197886
9106,40,Male,Asia,Sports,7.383373195576563,0,Easy,15,24,56,17,Medium,21,12,0.36396015850614716
9107,27,Male,Other,Simulation,7.733396192629242,0,Hard,17,72,45,48,Medium,16,7,0.948624222117718
9108,46,Male,Asia,Strategy,19.40450332244644,1,Medium,9,127,75,32,Medium,13,9,0.23718936821101244
9109,46,Male,Other,Strategy,18.55396821448505,0,Easy,12,96,2,21,Medium,18,10,0.48175674140092584
9110,18,Female,Asia,Sports,4.456026910768445,0,Easy,16,121,10,35,High,15,12,0.25874714793393294
9111,44,Male,USA,Simulation,22.14322250875968,0,Hard,7,60,5,30,Medium,21,11,0.23413564292428302
9112,37,Male,USA,Sports,8.499982200955518,0,Medium,18,145,88,15,High,24,16,0.8862325805703741
9113,29,Female,USA,Simulation,23.694606600294044,0,Medium,3,51,72,44,Low,26,11,0.5628331089696341
9114,43,Female,USA,Simulation,23.165252611397225,0,Easy,14,96,42,47,High,25,7,7.875380167676749e-05
9115,27,Male,USA,Strategy,6.549913698732847,0,Hard,18,111,34,9,High,28,14,0.14753214718109464
9116,46,Female,Asia,Action,10.825598338043754,0,Medium,12,142,24,18,High,28,14,0.8804377497110089
9117,21,Female,USA,Action,20.277652343428397,1,Easy,17,142,12,20,High,28,8,0.062216719925943464
9118,36,Male,Asia,RPG,7.245611011215005,0,Easy,3,69,52,14,Low,13,13,0.8934161812249892
9119,42,Male,Other,RPG,10.776915901085236,0,Medium,7,154,23,19,Medium,9,13,0.20550388752648185
9120,16,Female,USA,Action,4.622791147216765,1,Easy,17,149,48,14,High,29,16,0.9816100117902692
9121,20,Female,USA,Strategy,11.929378551497177,0,Medium,11,75,69,25,Medium,15,11,0.6234321496046047
9122,42,Male,Asia,RPG,6.566794339859006,0,Hard,15,17,19,43,Low,13,17,0.9809438015754807
9123,42,Male,USA,Action,2.7313181997200733,0,Medium,17,62,77,35,Medium,1,11,0.5161741602850616
9124,34,Female,USA,Strategy,16.591687482718527,0,Medium,13,124,35,43,High,25,12,0.7832561155214378
9125,44,Female,USA,RPG,8.583797272700018,0,Medium,11,34,8,11,Medium,7,9,0.27398316044714865
9126,25,Female,USA,RPG,12.763140085923611,0,Medium,7,108,76,1,Medium,9,8,0.15588838897724255
9127,42,Female,Asia,Action,13.297752190463775,0,Easy,19,157,85,7,High,24,10,0.104839501678892
9128,39,Female,Europe,RPG,14.173755660725837,0,Easy,15,108,49,32,High,1,15,0.3319611160100011
9129,47,Female,USA,Strategy,18.49464367093109,0,Easy,2,65,92,45,Medium,12,11,0.3858710893177323
9130,15,Female,Europe,Action,17.223879815467022,1,Hard,5,94,76,14,Medium,8,13,0.32001190696550297
9131,41,Female,USA,Strategy,18.224655455153925,0,Medium,1,70,5,43,Low,24,14,0.9609217464883124
9132,27,Male,USA,RPG,19.48783440802375,0,Medium,16,154,13,27,High,11,13,0.13926974029680417
9133,17,Female,Europe,Strategy,9.483212067452136,0,Medium,7,78,54,36,Medium,19,17,0.20148175066242813
9134,20,Male,Europe,Sports,19.047461153319887,0,Easy,18,14,49,5,Low,17,12,0.20393024644219082
9135,22,Male,USA,Simulation,8.612156614530551,1,Hard,13,21,58,19,Low,8,5,0.732051760845694
9136,41,Male,Asia,RPG,9.987578341053728,0,Easy,1,124,15,24,Low,3,11,0.6671877683051328
9137,23,Male,Asia,Sports,21.65638259550117,0,Easy,7,45,45,42,Medium,3,9,0.1771490840706773
9138,47,Male,Other,Simulation,16.209307153657114,0,Medium,6,62,96,40,Medium,1,14,0.025886177012360956
9139,38,Female,Europe,Action,5.990720486362284,1,Medium,7,43,72,16,Medium,27,19,0.03958185524091762
9140,29,Female,USA,Simulation,15.973762574875895,0,Easy,1,69,81,14,Low,5,12,0.24325158971004635
9141,46,Female,Asia,Action,3.683183597785032,0,Easy,19,42,64,31,Medium,10,12,0.7557817074947027
9142,46,Female,USA,Sports,6.252455837162762,1,Hard,8,103,54,36,Medium,7,17,0.8967559583520747
9143,38,Male,USA,Simulation,1.3485441645161362,1,Hard,3,124,82,4,Medium,26,8,0.9028267190803175
9144,26,Male,Asia,RPG,16.331728199932105,1,Hard,16,52,87,2,Medium,9,12,0.4322847620519209
9145,16,Male,Other,Sports,22.755435580784155,1,Easy,12,132,4,4,High,28,10,0.8216935203672231
9146,17,Male,USA,Simulation,22.397026414328703,0,Easy,17,105,60,37,High,7,14,0.7184066341189338
9147,31,Female,USA,Strategy,19.3903095458206,0,Easy,11,27,23,13,Low,9,6,0.07209021570033403
9148,16,Male,Europe,Strategy,3.84468318202322,0,Hard,3,159,8,44,Low,8,15,0.9213826760014662
9149,16,Male,Other,Action,20.256331595040905,0,Easy,9,19,95,31,Medium,12,17,0.5425662566324183
9150,42,Male,Europe,Sports,0.0696432580417916,0,Hard,18,117,40,0,High,2,20,0.4627591297598368
9151,37,Male,Asia,Strategy,21.99256342919033,0,Easy,9,138,13,19,Medium,1,13,0.586507318720357
9152,46,Male,Other,Simulation,16.89538519745816,0,Hard,0,140,95,46,Low,16,13,0.17723681165399108
9153,47,Female,Europe,RPG,4.200586153886301,1,Hard,19,70,49,44,High,23,13,0.1597498014824521
9154,15,Male,Asia,Action,13.54125180437538,0,Easy,8,39,45,45,Medium,23,12,0.4357718125050083
9155,33,Male,Europe,Simulation,15.047202136340912,0,Easy,11,92,39,43,Medium,24,12,0.5740612899383696
9156,16,Male,Europe,Action,6.43544723306335,0,Easy,9,50,82,18,Medium,5,10,0.05714702934342486
9157,40,Female,Europe,Strategy,20.427872446354915,0,Medium,3,138,36,30,Medium,3,13,0.08516994152174184
9158,46,Male,Europe,Sports,12.306317179031524,1,Medium,11,179,91,4,High,12,9,0.9401973814571987
9159,20,Male,Europe,RPG,13.545984293255724,1,Hard,12,135,66,49,High,8,17,0.35685842591613703
9160,46,Male,Europe,Strategy,21.26668304303152,0,Easy,18,164,26,41,High,22,8,0.10899264381587948
9161,18,Female,Europe,Sports,15.711803560774973,0,Easy,11,90,2,5,Medium,27,10,0.1486095652102385
9162,25,Female,USA,RPG,14.159710470426695,0,Easy,8,110,33,28,Medium,3,11,0.39579584928211475
9163,31,Male,Europe,Sports,3.02265403529026,0,Hard,12,103,80,13,High,1,15,0.8474814058344836
9164,38,Female,USA,Strategy,13.000048094097826,0,Medium,0,146,4,13,Low,3,13,0.3457636280352938
9165,19,Male,USA,RPG,21.93431700858416,1,Medium,10,30,55,9,Low,5,16,0.7347523501826408
9166,48,Male,Asia,Simulation,14.55648155952392,0,Medium,15,133,32,25,High,15,21,0.29128312338652596
9167,20,Male,USA,Strategy,6.831045096377894,0,Hard,4,166,81,31,Medium,14,10,0.44569424516327005
9168,36,Male,Europe,Action,19.89311377371636,0,Easy,11,142,61,48,High,3,13,0.24616894061829642
9169,25,Female,Asia,RPG,10.42417873030862,0,Medium,13,102,7,40,Medium,1,16,0.7333074867189251
9170,30,Female,Europe,Sports,1.899978614861616,0,Easy,5,144,79,13,Medium,5,16,0.7867836097636238
9171,47,Male,USA,Strategy,11.597118678148016,0,Medium,15,67,83,27,Medium,26,9,0.4599133010442513
9172,23,Male,USA,Sports,18.27652465418603,1,Medium,9,105,56,39,Medium,23,14,0.7163135546523979
9173,20,Male,USA,Simulation,22.044392327303783,0,Medium,4,98,67,26,Medium,14,14,0.32056169040821203
9174,30,Male,USA,Sports,15.948489997170093,0,Medium,14,89,67,14,Medium,7,15,0.45953549753598766
9175,43,Female,USA,Strategy,20.12914668256816,0,Medium,3,80,5,41,Low,27,14,0.8758212656225244
9176,17,Female,Europe,RPG,17.9931805634337,1,Easy,6,24,49,1,Low,9,19,0.046620469302128376
9177,34,Female,USA,Strategy,4.372198464901213,1,Easy,16,31,20,20,Medium,15,14,0.4568992563012043
9178,33,Male,Other,Action,23.620041289280746,0,Hard,19,105,3,37,High,15,11,0.05525581330858231
9179,40,Female,Europe,Action,1.354730944210508,0,Easy,16,47,61,7,Medium,26,20,0.4323201123174507
9180,17,Male,Europe,Sports,6.574572253509393,0,Easy,18,20,23,19,Medium,10,11,0.5211371182305876
9181,33,Female,Europe,Sports,18.321743627753676,0,Easy,6,149,16,17,Medium,28,10,0.7556722264225327
9182,34,Male,Europe,Strategy,3.216007888051876,0,Easy,13,50,10,2,Medium,13,14,0.30594305934261645
9183,46,Male,Europe,Sports,13.631729677404424,0,Easy,14,10,64,39,Low,19,8,0.7821236005890317
9184,21,Male,Asia,Sports,15.13612279233146,0,Easy,9,116,62,3,Medium,7,11,0.05808958965752464
9185,47,Male,Asia,Sports,16.499476486422957,0,Easy,15,152,36,5,High,17,12,0.22863546489016295
9186,32,Female,Europe,RPG,3.85561961786126,0,Medium,14,128,79,24,High,20,10,0.6048285775332137
9187,15,Female,Other,Action,4.978798830139363,1,Hard,16,65,74,23,Medium,29,9,0.007587271396081285
9188,25,Female,Europe,RPG,2.974934186662944,0,Easy,1,71,49,48,Low,4,11,0.6409634739901892
9189,42,Male,USA,Strategy,4.110147347154558,0,Easy,12,90,67,35,Medium,5,9,0.718939703710717
9190,39,Male,USA,Simulation,19.99260066954823,0,Medium,16,151,64,36,High,23,15,0.842184411136111
9191,37,Female,USA,Action,2.729469336219645,0,Easy,4,121,14,11,Medium,7,14,0.7630603565884023
9192,45,Female,Other,Strategy,9.63459187601608,1,Easy,5,48,84,15,Low,13,14,0.9341847193617141
9193,44,Male,USA,Sports,0.3702480485716846,1,Easy,19,55,29,30,Medium,15,8,0.5304623066728232
9194,49,Female,USA,Simulation,18.325518833316803,0,Hard,9,45,68,49,Medium,11,19,0.7428592959890704
9195,21,Female,Asia,Simulation,22.97264608486355,0,Medium,10,111,52,23,Medium,29,13,0.8115798023253419
9196,30,Female,USA,Simulation,7.184139994380142,1,Easy,2,12,62,40,Low,4,10,0.6345096712995708
9197,40,Male,USA,RPG,7.317818788521064,1,Hard,6,36,39,24,Low,13,18,0.9303848062745561
9198,16,Female,Asia,Strategy,13.774599336278328,1,Easy,14,102,54,44,High,7,17,0.4731623625759561
9199,15,Male,Europe,RPG,3.146993267598288,0,Medium,3,57,50,14,Low,27,11,0.22515388222715016
9200,26,Female,Europe,RPG,14.448485059584431,0,Hard,5,175,75,7,Medium,19,19,0.2649157688754561
9201,19,Male,USA,Action,13.206464671501784,0,Easy,13,14,71,48,High,22,14,0.3588190204149082
9202,46,Female,Europe,RPG,9.581422959226586,0,Easy,16,84,26,29,Medium,28,10,0.7365662503081772
9203,23,Female,Asia,Sports,16.82033324174349,0,Medium,5,88,55,39,Medium,2,15,0.5566215479413773
9204,49,Male,Asia,Simulation,13.04654124266425,0,Easy,14,159,45,28,High,10,11,0.9346599372391943
9205,33,Female,Europe,Strategy,20.25525908465932,0,Easy,12,125,54,26,High,13,16,0.8984876035874741
9206,30,Male,USA,RPG,17.44815007107466,0,Easy,1,74,26,15,Low,25,12,0.4574743280543534
9207,17,Male,Asia,Strategy,13.928841782702174,0,Easy,10,103,94,8,Medium,21,3,0.3959134793039367
9208,34,Male,Europe,Action,7.61448463495335,0,Easy,3,33,10,35,Low,6,6,0.9704560066389009
9209,38,Male,Asia,Simulation,0.6899550435470942,1,Medium,7,60,44,1,Medium,28,12,0.48132495579650614
9210,47,Female,USA,Action,8.911863426695152,0,Easy,8,20,68,12,Low,28,9,0.9912280382736675
9211,38,Male,Europe,RPG,18.55274687578926,0,Medium,2,93,30,20,Low,12,10,0.23670945316186864
9212,25,Female,Other,Strategy,21.391703085862,0,Easy,15,166,12,42,High,12,12,0.8905081861504273
9213,22,Male,USA,Action,20.423897033001715,0,Easy,8,91,87,34,Medium,20,13,0.2693783233680562
9214,34,Female,Other,Simulation,8.868238178525782,1,Medium,1,168,47,23,Low,11,13,0.6430201648382692
9215,49,Male,USA,RPG,0.7170876441501903,0,Easy,19,32,72,26,Medium,26,10,0.9991229409988798
9216,39,Male,Europe,RPG,22.499660632378887,1,Easy,18,109,92,28,High,23,12,0.5733461953544932
9217,49,Female,Asia,Simulation,16.407666343253425,0,Easy,14,118,85,21,High,28,12,0.8281208609465381
9218,39,Male,USA,Action,11.509506149071033,0,Easy,9,76,25,4,Medium,25,17,0.24878090106085193
9219,43,Female,Asia,Strategy,18.68207056827901,0,Easy,4,169,78,5,Medium,7,14,0.5643929075188081
9220,32,Male,USA,Simulation,2.146500572209561,0,Easy,6,172,33,43,Medium,1,9,0.46667433320662854
9221,32,Male,Europe,Action,2.087579756279476,0,Medium,18,179,42,3,High,1,13,0.3741404417328872
9222,16,Female,Asia,Sports,16.97257122809584,0,Medium,10,138,90,8,Medium,25,12,0.06148847395676871
9223,49,Female,USA,Action,1.623253181653097,0,Easy,17,27,33,38,Medium,27,15,0.742802174670744
9224,30,Male,USA,Action,1.1785839800921911,0,Medium,4,170,45,20,Medium,25,12,0.976742635230757
9225,47,Female,Other,Sports,17.286697607074213,0,Easy,14,150,50,30,High,20,17,0.6228712307054369
9226,18,Male,Asia,Simulation,17.79411288336275,0,Easy,3,118,61,45,Medium,13,14,0.07664327207563537
9227,47,Male,Asia,Simulation,9.90698720356799,0,Medium,1,82,14,48,Low,9,9,0.6655976452217729
9228,28,Male,Europe,Action,9.398654752872655,0,Easy,2,121,82,19,Low,3,13,0.9984086742886132
9229,35,Female,Asia,Sports,10.608533609506894,0,Easy,19,164,61,47,High,7,14,0.7509374520297049
9230,34,Male,Other,Strategy,8.856054521931455,0,Easy,15,70,26,29,Medium,6,10,0.42331785797979327
9231,22,Male,Europe,Action,10.707680703625662,0,Easy,1,140,81,30,Low,8,15,0.9786049905945161
9232,21,Female,Asia,Strategy,4.453186248993083,0,Medium,0,146,58,37,Low,27,10,0.9108814198269973
9233,17,Male,USA,RPG,14.015747922351792,1,Easy,11,23,4,7,Low,9,11,0.7769549896763944
9234,31,Male,Europe,Simulation,12.409088586391764,1,Easy,11,87,88,34,Medium,5,9,0.9310865932698543
9235,47,Male,USA,Action,15.972033037206106,0,Easy,4,76,69,43,Medium,1,14,0.7727674547908575
9236,26,Male,Europe,Action,4.381658634610372,0,Easy,3,68,5,2,Low,19,23,0.9769861947951184
9237,36,Male,USA,Sports,2.1331622085625748,1,Hard,2,71,91,13,Low,10,14,0.7583484338512215
9238,36,Male,USA,Sports,19.34566527732695,0,Easy,13,160,3,0,High,12,5,0.14830168912223518
9239,44,Male,USA,RPG,21.698472616540517,0,Hard,15,101,24,7,Medium,24,12,0.09931607489666838
9240,22,Male,Europe,Sports,4.129688542183922,0,Hard,1,122,90,42,Medium,15,14,0.24621362655102808
9241,41,Female,Europe,Strategy,9.98472880220081,1,Easy,12,61,88,42,Medium,27,9,0.13747270736511108
9242,41,Female,USA,Sports,17.404774401438523,0,Hard,1,26,42,24,Low,22,7,0.5645304903002721
9243,48,Female,Other,Sports,12.586931645419732,0,Easy,18,79,52,1,Medium,24,15,0.6607409902000564
9244,35,Male,USA,Action,13.605657669675177,0,Easy,10,65,96,15,Medium,9,16,0.12499234243049617
9245,44,Male,Asia,Sports,8.210817815441171,0,Medium,10,63,54,20,Medium,20,8,0.0070292055562952704
9246,47,Female,USA,Action,2.8794355360014148,0,Medium,10,36,6,27,Medium,17,10,0.6971514974623543
9247,42,Female,USA,Strategy,23.05222849282748,1,Easy,11,144,49,41,High,17,11,0.050144612167176694
9248,47,Male,USA,RPG,17.84181542715376,0,Hard,3,88,56,41,Medium,26,10,0.7213108479069801
9249,19,Male,Other,RPG,7.702088004425916,1,Medium,2,159,17,32,Medium,20,14,0.07051518476300411
9250,33,Female,Asia,Action,17.154279799063623,0,Easy,3,57,62,9,Low,12,17,0.9633819157945693
9251,18,Male,USA,RPG,9.378216853442584,0,Medium,1,95,40,32,Low,7,16,0.24956279828878536
9252,49,Male,USA,Sports,4.680904119898592,0,Medium,0,75,7,36,Medium,2,11,0.06751052992124096
9253,31,Male,Europe,Simulation,16.269288222360863,0,Easy,17,52,94,9,Medium,3,11,0.6220213897007991
